time,pl_lung,pl_liver,pl_heart,pl_muscle,pl_skin,pl_adipose,pl_bone,pl_brain,pl_kidney,pl_si,pl_li,pl_pancreas,pl_thymus,pl_spleen,adcplasma,dose
648.99,2.1137332975264285e-7,2.2897855043714302e-7,6.474779739367218e-9,1.2721404874291447e-8,6.403667032824642e-8,1.5380592824713192e-8,3.653728244860908e-8,1.561793322812472e-8,1.035585542208179e-7,6.769739867310772e-8,7.793603573348124e-8,2.161436682811949e-9,3.499296246304209e-8,6.299573984219945e-7,0.0006375152196708861,0.025 mg/kg
649.99,2.1085220088217716e-7,2.2839880871003902e-7,6.458789333775869e-9,1.2691007830684164e-8,6.388347021061113e-8,1.5344010629585023e-8,3.645571124625506e-8,1.5579856361503443e-8,1.0329875068467384e-7,6.752784974369077e-8,7.774404537340775e-8,2.1560154827767956e-9,3.490518334010379e-8,6.283712337794633e-7,0.0006350514463245878,0.025 mg/kg
650.99,2.1032911141304832e-7,2.2781705932421563e-7,6.442738857746675e-9,1.2660483933001187e-8,6.372962936091176e-8,1.5307282578531977e-8,3.637015976784162e-8,1.554163058509819e-8,1.0303803187028263e-7,6.735769257513725e-8,7.755132644424409e-8,2.1505749248460545e-9,3.4817092669442964e-8,6.26779488550617e-7,0.0006326044176860522,0.025 mg/kg
651.99,2.098041521654231e-7,2.2723341329951127e-7,6.426631091346426e-9,1.2629838749125897e-8,6.357517605730367e-8,1.5270415340878325e-8,3.628208287744725e-8,1.5503262601249722e-8,1.0277644218425405e-7,6.718695701298399e-8,7.73579124874918e-8,2.145115961326663e-9,3.472870565826076e-8,6.251824714239431e-7,0.0006301776991224299,0.025 mg/kg
652.99,2.0927741395946833e-7,2.2664798165576448e-7,6.410468814641906e-9,1.2599077846941687e-8,6.342013857794229e-8,1.523341558594833e-8,3.619293543915048e-8,1.546475911229881e-8,1.0251402603319806e-7,6.701567290276792e-8,7.716383704465241e-8,2.139639544525557e-9,3.4640037513758325e-8,6.235804910879288e-7,0.000627774856000872,0.025 mg/kg
653.99,2.0874898761535077e-7,2.260608754128137e-7,6.394254807699905e-9,1.256820679433194e-8,6.326454520098298e-8,1.5196289983066252e-8,3.6104172317029806e-8,1.542612682058622e-8,1.0225082782372445e-7,6.684387009002591e-8,7.696913365722745e-8,2.1341466267496746e-9,3.4551103443136793e-8,6.219738562310614e-7,0.0006253994536885294,0.025 mg/kg
654.99,2.0821896395323713e-7,2.2547220559049745e-7,6.377991850587207e-9,1.2537231159180047e-8,6.310842420458113e-8,1.5159045201556352e-8,3.6017248375163754e-8,1.5387372428452717e-8,1.0198689196244317e-7,6.667157842029482e-8,7.677383586671844e-8,2.1286381603059516e-9,3.446191865359733e-8,6.203628755418284e-7,0.0006230550575525529,0.025 mg/kg
655.99,2.0768743483445878e-7,2.2488208422573706e-7,6.3616827592996425e-9,1.2506156583137673e-8,6.295180422322169e-8,1.5121687998645122e-8,3.593358608439534e-8,1.5348502709177e-8,1.0172226343297801e-7,6.649882815206782e-8,7.657797765726118e-8,2.1231151107144387e-9,3.43724985636011e-8,6.187478601523503e-7,0.0006207450301389201,0.025 mg/kg
656.99,2.071546034269243e-7,2.2429072924759496e-7,6.345334201352518e-9,1.2474996587167566e-8,6.279475188102329e-8,1.5084234497975173e-8,3.58506542137019e-8,1.530953200624761e-8,1.0145704907068381e-7,6.632569371950273e-8,7.638164046276418e-8,2.11757985734492e-9,3.428288123054483e-8,6.171293729823753e-7,0.000618449674371109,0.025 mg/kg
657.99,2.0662061205702708e-7,2.2369828983751106e-7,6.328950779127716e-9,1.2443760358715699e-8,6.263731263830823e-8,1.504669558537958e-8,3.576620534856021e-8,1.5270470473649996e-8,1.0119132253546824e-7,6.61522255178006e-8,7.618488027629792e-8,2.1120340116778177e-9,3.4193092543724197e-8,6.155078031616227e-7,0.000616156629999753,0.025 mg/kg
