time,pl_lung,pl_liver,pl_heart,pl_muscle,pl_skin,pl_adipose,pl_bone,pl_brain,pl_kidney,pl_si,pl_li,pl_pancreas,pl_thymus,pl_spleen,adcplasma,dose
227.99,6.451020555753191e-7,7.112103423756907e-7,1.9760300262499215e-8,3.946468356496277e-8,1.9898964677600081e-7,4.780302145921066e-8,1.1077529299993027e-7,4.7487488941892475e-8,3.179034647656483e-7,2.080292853996358e-7,2.3843841860913336e-7,6.6317622664838945e-9,1.0740110149245825e-7,1.9670851889967043e-6,0.0033813255346519036,150 ug/kg
228.99,6.429450549546662e-7,7.088308690486722e-7,1.9694230227348538e-8,3.933443172459307e-8,1.9832863137961615e-7,4.76510944048087e-8,1.1049472129739769e-7,4.732868316611486e-8,3.1684076909805964e-7,2.0733370310193796e-7,2.3764093073421196e-7,6.609591473883629e-9,1.070420665498347e-7,1.9605005168301493e-6,0.00337071668063681,150 ug/kg
229.99,6.407980958636016e-7,7.06462464144912e-7,1.962846768337171e-8,3.92047455564358e-8,1.9767054094553673e-7,4.7499777878069274e-8,1.1021502015725622e-7,4.7170616951662966e-8,3.1578301711774475e-7,2.0664135610433513e-7,2.3684715532355577e-7,6.587523792324294e-9,1.0668470115418507e-7,1.953946479123591e-6,0.0033597396436938287,150 ug/kg
230.99,6.386611261447469e-7,7.041050593465449e-7,1.9563010988838274e-8,3.907562282770194e-8,1.9701536363893203e-7,4.734906979859796e-8,1.0993618613851311e-7,4.701328657632158e-8,3.147301821012556e-7,2.0595222597007982e-7,2.3605707245678735e-7,6.56555863425356e-9,1.0632899593372773e-7,1.947422889611357e-6,0.0033482664326670956,150 ug/kg
231.99,6.365340936407232e-7,7.017585863357056e-7,1.9497858502017758e-8,3.894706130560247e-8,1.9636308762497148e-7,4.7198968086000335e-8,1.0965821580017559e-7,4.685668831787554e-8,3.136822373251443e-7,2.0526629426242437e-7,2.3527066221352915e-7,6.543695412119101e-9,1.0597494151668104e-7,1.940929562027778e-6,0.0033361690564007456,150 ug/kg
232.99,6.344168871132605e-7,6.994229239238605e-7,1.9433006819296375e-8,3.8819055412665405e-8,1.9571368403685156e-7,4.7049466573117424e-8,1.093810979380032e-7,4.670081398839188e-8,3.126391279946536e-7,2.045835252761106e-7,2.3448788363924105e-7,6.521932985694751e-9,1.0562251943961899e-7,1.9344661632215817e-6,0.0033234717049365685,150 ug/kg
233.99,6.323089570465023e-7,6.970975598136116e-7,1.93684394715256e-8,3.869157470592295e-8,1.950669973642594e-7,4.690052871572381e-8,1.0910476381303055e-7,4.6545622258549565e-8,3.116005911872427e-7,2.0390375537280181e-7,2.3370853980131073e-7,6.500266120407628e-9,1.0527164386866115e-7,1.928031273054996e-6,0.0033113398402046584,150 ug/kg
234.99,6.302101512151117e-7,6.947823392334765e-7,1.9304151845684842e-8,3.856461113620225e-8,1.9442298609163266e-7,4.6752145341523854e-8,1.088291969903881e-7,4.639110180428518e-8,3.1056655295073005e-7,2.0322693734384604e-7,2.3293257531860642e-7,6.478693308194015e-9,1.0492229024073396e-7,1.9216244639345817e-6,0.0032999380005934017,150 ug/kg
235.99,6.281204327117991e-7,6.924772107936607e-7,1.924014276848659e-8,3.843816317365449e-8,1.9378164189773647e-7,4.660431524487692e-8,1.085543961973099e-7,4.623725001574619e-8,3.095369941433533e-7,2.0255305771493262e-7,2.3215997587580014e-7,6.457214120667788e-9,1.0457445175086444e-7,1.9152455954142108e-6,0.0032891357669459823,150 ug/kg
236.99,6.260397646292754e-7,6.901821231043707e-7,1.917641106664336e-8,3.831222928843093e-8,1.9314295646133607e-7,4.64570372201424e-8,1.0828036016103012e-7,4.608406428308007e-8,3.0851189562335033e-7,2.0188210301175124e-7,2.31390727157564e-7,6.435828129442822e-9,1.042281215940797e-7,1.908894527047757e-6,0.003278802720105588,150 ug/kg
237.99,6.239681100602512e-7,6.87897024775812e-7,1.9112955566867647e-8,3.8186807950682765e-8,1.9250692146119657e-7,4.631031006167966e-8,1.0800708760878289e-7,4.593154199643431e-8,3.0749123824895897e-7,2.0121405975999123e-7,2.306248148485701e-7,6.414534906132992e-9,1.0388329296540677e-7,1.902571118389093e-6,0.0032688084409154025,150 ug/kg
238.99,6.219054320974372e-7,6.856218644181908e-7,1.904977509587196e-8,3.806189763056123e-8,1.918735285760833e-7,4.616413256384806e-8,1.0773457726780234e-7,4.577968054595639e-8,3.064750028784171e-7,2.0054891448534219e-7,2.2986222463349045e-7,6.393334022352173e-9,1.0353995905987272e-7,1.8962752289920912e-6,0.003259022510218613,150 ug/kg
239.99,6.198516938335441e-7,6.83356590641713e-7,1.8986868480368793e-8,3.793749679821753e-8,1.9124276948476135e-7,4.6018503521006995e-8,1.0746282786532258e-7,4.56284773217938e-8,3.054631703699624e-7,1.9988665371349355e-7,2.2910294219699716e-7,6.372225049714242e-9,1.031981130725046e-7,1.8900067184106252e-6,0.0032493145088584047,150 ug/kg
240.99,6.178068583612826e-7,6.811011520565847e-7,1.8924234547070658e-8,3.781360392380291e-8,1.9061463586599597e-7,4.5873421727515826e-8,1.0719183812857778e-7,4.5477929714094004e-8,3.0445572158183276e-7,1.9922726397013483e-7,2.2834695322376232e-7,6.351207559833074e-9,1.028577481983295e-7,1.8837654461985673e-6,0.003239554017677964,150 ug/kg
241.99,6.157708887733634e-7,6.788554972730117e-7,1.8861872122690055e-8,3.769021747746858e-8,1.899891193985523e-7,4.5728885977733935e-8,1.0692160678480205e-7,4.532803511300451e-8,3.034526373722659e-7,1.985707317809555e-7,2.2759424339845804e-7,6.330281124322544e-9,1.0251885763237446e-7,1.8775512719097907e-6,0.003229610617520476,150 ug/kg
242.99,6.137437567726913e-7,6.766195852970188e-7,1.8799780301695936e-8,3.756733640568983e-8,1.8936621403169485e-7,4.5584895654996255e-8,1.0665213383838622e-7,4.517879153186209e-8,3.0245390296713516e-7,1.9791704659393325e-7,2.2684480163935281e-7,6.309445407855714e-9,1.0218143607416853e-7,1.87136408363557e-6,0.0032193419733489393,150 ug/kg
243.99,6.117255361458936e-7,6.743935066668776e-7,1.873796138797372e-8,3.7444965212702064e-8,1.8874593972519213e-7,4.544145701730714e-8,1.0638343441948864e-7,4.503020428750914e-8,3.014595562508449e-7,1.9726623376503572e-7,2.2609865571915166e-7,6.28870121756035e-9,1.0184549662130603e-7,1.8652041294268491e-6,0.0032085050045672072,150 ug/kg
244.99,6.09716104849209e-7,6.721771348572222e-7,1.8676411677153518e-8,3.732309735944163e-8,1.8812826267083104e-7,4.5298562673439064e-8,1.0611549457222629e-7,4.48822643236928e-8,3.0046953781913476e-7,1.9661825513752757e-7,2.2535576107460722e-7,6.2680473356332885e-9,1.0151101946505389e-7,1.8590710588838265e-6,0.0031972225305712423,150 ug/kg
245.99,6.077152711710752e-7,6.699702618338765e-7,1.8615125309341222e-8,3.720172242453519e-8,1.8751313040283263e-7,4.515620043246559e-8,1.0584829000167603e-7,4.473495751493121e-8,2.9948375320346323e-7,1.9597304930662804e-7,2.2461604714106912e-7,6.247481803624115e-9,1.0117797279979222e-7,1.8529642975093242e-6,0.0031857265507066047,150 ug/kg
246.99,6.057228433999299e-7,6.677726795626642e-7,1.8554096424642693e-8,3.7080829986609413e-8,1.8690049045541787e-7,4.501435810346032e-8,1.0558179641291465e-7,4.4588269735742504e-8,2.9850210793528907e-7,1.9533055486755644e-7,2.2387944335388688e-7,6.227002663082419e-9,1.0084632481990121e-7,1.8468832708061652e-6,0.0031742490643188554,150 ug/kg
247.99,6.037386298242112e-7,6.655841800094093e-7,1.8493319163163812e-8,3.696040962429099e-8,1.8629029036280775e-7,4.487302349549682e-8,1.0531598951101902e-7,4.444218686064484e-8,2.975245075460709e-7,1.9469071041553204e-7,2.2314587914841011e-7,6.206607955557788e-9,1.00516043719761e-7,1.8408274042771726e-6,0.0031630220707535572,150 ug/kg
248.99,6.017624387323568e-7,6.634045551399354e-7,1.843278766501046e-8,3.684045091620659e-8,1.8568247765922334e-7,4.473218441764869e-8,1.0505084500106594e-7,4.4296694764156337e-8,2.965508575672672e-7,1.940534545457741e-7,2.2241528395998838e-7,6.186295722599811e-9,1.0018709769375175e-7,1.834796123425169e-6,0.0031522775693562707,150 ug/kg
